Skoleår;Skole;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med standpunktkarakter >0
2017/18;Greveskogen videregående skole;RFG2002;Kosthold, ernæring og helse;Standpunkt;-;9;8
2017/18;Greveskogen videregående skole;RFG2003;Servering, bransje og miljø;Standpunkt;2,75;9;8
2017/18;Greveskogen videregående skole;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;Standpunkt;4,25;8;0
2017/18;Greveskogen videregående skole;RMF1001;Råstoff og produksjon;Standpunkt;3,05;31;26
2017/18;Greveskogen videregående skole;RMF1002;Kosthold og livsstil;Standpunkt;3,83;31;26
2017/18;Greveskogen videregående skole;RMF1003;Bransje, fag og miljø;Standpunkt;3,17;31;26
2017/18;Greveskogen videregående skole;SAF1001;Samfunnsfag;Standpunkt;4,09;313;297
2017/18;Greveskogen videregående skole;SAM3001;Historie og filosofi 1;Standpunkt;4,00;25;16
2017/18;Greveskogen videregående skole;SAM3002;Historie og filosofi 2;Standpunkt;4,43;28;25
2017/18;Greveskogen videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;3,72;57;44
2017/18;Greveskogen videregående skole;SAM3006;Markedsføring og ledelse 2;Standpunkt;-;30;26
2017/18;Greveskogen videregående skole;SAM3007;Markedsføring og ledelse 2, muntlig;Standpunkt;-;7;0
2017/18;Greveskogen videregående skole;SAM3009;Medie- og informasjonskunnskap 2;Standpunkt;-;12;10
2017/18;Greveskogen videregående skole;SAM3016;Sosialkunnskap;Standpunkt;4,29;99;89
2017/18;Greveskogen videregående skole;SAM3017;Sosialkunnskap, muntlig;Standpunkt;-;7;0
2017/18;Greveskogen videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;4,72;133;121
2017/18;Greveskogen videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;5,20;12;9
2017/18;Greveskogen videregående skole;SAM3022;Rettslære 1;Standpunkt;4,34;54;49
2017/18;Greveskogen videregående skole;SAM3023;Rettslære 2;Standpunkt;4,70;30;25
2017/18;Greveskogen videregående skole;SAM3024;Rettslære 2, muntlig;Standpunkt;3,22;8;0
2017/18;Greveskogen videregående skole;SAM3025;Samfunnsøkonomi 1;Standpunkt;5,20;25;20
2017/18;Greveskogen videregående skole;SAM3026;Samfunnsøkonomi 2;Standpunkt;4,71;25;22
2017/18;Greveskogen videregående skole;SAM3027;Samfunnsøkonomi 2, muntlig;Standpunkt;3,13;5;0
2017/18;Greveskogen videregående skole;SAM3028;Entreprenørskap og bedriftsutvikling 1;Standpunkt;2,73;32;29
2017/18;Greveskogen videregående skole;SAM3029;Entreprenørskap og bedriftsutvikling 2;Standpunkt;3,67;29;22
2017/18;Greveskogen videregående skole;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;Standpunkt;-;5;0
2017/18;Greveskogen videregående skole;SAM3033;Økonomistyring;Standpunkt;3,83;20;13
2017/18;Greveskogen videregående skole;SAM3035;Økonomi og ledelse;Standpunkt;5,11;15;10
2017/18;Greveskogen videregående skole;SAM3037;Psykologi 1;Standpunkt;4,43;108;92
2017/18;Greveskogen videregående skole;SAM3038;Psykologi 2;Standpunkt;4,47;77;74
2017/18;Greveskogen videregående skole;SAM3039;Psykologi 2, muntlig;Standpunkt;4,23;14;0
2017/18;Greveskogen videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;4,63;60;54
2017/18;Greveskogen videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,10;60;54
2017/18;Greveskogen videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;-;17;12
2017/18;Greveskogen videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;-;17;12
2017/18;Greveskogen videregående skole;SSA1005;Administrasjon og økonomi;Standpunkt;3,45;38;27
2017/18;Greveskogen videregående skole;SSA1006;Markedsføring og salg;Standpunkt;2,82;38;26
2017/18;Greveskogen videregående skole;SSA1007;Sikkerhet og transport;Standpunkt;3,69;38;27
2017/18;Greveskogen videregående skole;SSS2001;Markedsføring og salg;Standpunkt;3,50;21;19
2017/18;Greveskogen videregående skole;SSS2002;Sikkerhet;Standpunkt;3,56;21;19
2017/18;Greveskogen videregående skole;SSS2003;Økonomi og administrasjon;Standpunkt;3,04;21;19
2017/18;Greveskogen videregående skole;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;Standpunkt;3,81;19;0
2017/18;Greveskogen videregående skole;YFF4105;Yrkesfaglig fordypning vg1;Standpunkt;-;1;0
2017/18;Greveskogen videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;4,17;69;52
2017/18;Greveskogen videregående skole;YFF4204;Yrkesfaglig fordypning vg2;Standpunkt;4,00;8;0
2017/18;Greveskogen videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;3,67;55;49
2017/18;Holmestrand videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;-;11;10
2017/18;Holmestrand videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;-;11;10
2017/18;Holmestrand videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;-;11;10
2017/18;Holmestrand videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;3,50;10;0
2017/18;Holmestrand videregående skole;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;Standpunkt;3,20;34;0
2017/18;Holmestrand videregående skole;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;Standpunkt;4,40;47;45
2017/18;Holmestrand videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;-;17;15
2017/18;Holmestrand videregående skole;FSP5022;Fransk II, 1. år;Standpunkt;5,00;5;0
2017/18;Holmestrand videregående skole;FSP5094;Spansk II, 1. år;Standpunkt;4,10;15;0
2017/18;Holmestrand videregående skole;FSP5095;Spansk II;Standpunkt;5,80;14;12
2017/18;Holmestrand videregående skole;FSP5118;Tysk I, 1. år;Standpunkt;-;6;0
2017/18;Holmestrand videregående skole;FSP5119;Tysk I;Standpunkt;-;11;9
2017/18;Holmestrand videregående skole;FSP5121;Tysk II, 1. år;Standpunkt;-;9;0
2017/18;Holmestrand videregående skole;FSP5122;Tysk II;Standpunkt;5,40;7;6
2017/18;Holmestrand videregående skole;FSP5123;Tysk I+II, 1. år;Standpunkt;3,10;12;0
2017/18;Holmestrand videregående skole;FSP5124;Tysk I+II, 2. år;Standpunkt;-;13;0
2017/18;Holmestrand videregående skole;FSP5125;Tysk I+II;Standpunkt;-;13;13
2017/18;Holmestrand videregående skole;GEO1001;Geografi;Standpunkt;4,53;42;40
2017/18;Holmestrand videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;4,06;43;0
2017/18;Holmestrand videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;3,67;51;50
2017/18;Holmestrand videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;3,44;28;21
2017/18;Holmestrand videregående skole;HSF1001;Helsefremmende arbeid;Standpunkt;4,44;13;12
2017/18;Holmestrand videregående skole;HSF1002;Kommunikasjon og samhandling;Standpunkt;3,33;13;12
2017/18;Holmestrand videregående skole;HSF1003;Yrkesutøvelse;Standpunkt;3,33;13;12
2017/18;Holmestrand videregående skole;KRO1004;Kroppsøving vg1;Standpunkt;4,31;79;0
2017/18;Holmestrand videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;4,23;60;15
2017/18;Holmestrand videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;5,39;80;72
2017/18;Holmestrand videregående skole;MAT1001;Matematikk 1P-Y;Standpunkt;4,39;34;27
2017/18;Holmestrand videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;3,58;28;23
2017/18;Holmestrand videregående skole;MAT1011;Matematikk 1P;Standpunkt;3,00;39;36
2017/18;Holmestrand videregående skole;MAT1013;Matematikk 1T;Standpunkt;5,00;15;9
2017/18;Holmestrand videregående skole;MAT1015;Matematikk 2P;Standpunkt;3,68;29;24
2017/18;Holmestrand videregående skole;MOK2001;Mediesamfunnet 1;Standpunkt;4,80;15;14
2017/18;Holmestrand videregående skole;MOK2002;Mediesamfunnet 2;Standpunkt;-;11;10
2017/18;Holmestrand videregående skole;MOK2005;Medieuttrykk 1;Standpunkt;3,80;15;14
2017/18;Holmestrand videregående skole;MOK2006;Medieuttrykk 2;Standpunkt;4,08;11;10
2017/18;Holmestrand videregående skole;MOK3002;Bilde;Standpunkt;2,64;9;8
2017/18;Holmestrand videregående skole;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;Standpunkt;3,67;34;28
2017/18;Holmestrand videregående skole;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;Standpunkt;4,04;46;44
2017/18;Holmestrand videregående skole;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;Standpunkt;3,75;28;23
2017/18;Holmestrand videregående skole;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,28;46;0
2017/18;Holmestrand videregående skole;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,57;46;0
2017/18;Holmestrand videregående skole;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,10;46;0
2017/18;Holmestrand videregående skole;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,71;34;0
2017/18;Holmestrand videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;-;17;15
2017/18;Holmestrand videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,57;43;0
2017/18;Holmestrand videregående skole;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,92;43;0
2017/18;Holmestrand videregående skole;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,50;43;0
2017/18;Holmestrand videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,62;51;50
2017/18;Holmestrand videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,65;51;48
2017/18;Holmestrand videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,50;51;50
2017/18;Holmestrand videregående skole;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;4,22;29;23
2017/18;Holmestrand videregående skole;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,76;29;20
2017/18;Holmestrand videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;3,34;29;23
2017/18;Holmestrand videregående skole;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;5,00;1;1
2017/18;Holmestrand videregående skole;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;1;1
2017/18;Holmestrand videregående skole;REA3002;Biologi 2;Standpunkt;4,25;12;11
2017/18;Holmestrand videregående skole;REA3004;Fysikk 1;Standpunkt;-;9;8
2017/18;Holmestrand videregående skole;REA3005;Fysikk 2;Standpunkt;-;9;9
2017/18;Holmestrand videregående skole;REA3011;Kjemi 1;Standpunkt;-;8;7
2017/18;Holmestrand videregående skole;REA3012;Kjemi 2;Standpunkt;4,67;7;6
2017/18;Holmestrand videregående skole;REA3013;Kjemi 2, muntlig-praktisk;Standpunkt;-;1;0
2017/18;Holmestrand videregående skole;REA3014;Informasjonsteknologi 1;Standpunkt;4,01;28;20
2017/18;Holmestrand videregående skole;REA3015;Informasjonsteknologi 2;Standpunkt;5,04;17;14
2017/18;Holmestrand videregående skole;REA3022;Matematikk R1;Standpunkt;-;9;8
2017/18;Holmestrand videregående skole;REA3024;Matematikk R2;Standpunkt;-;12;12
2017/18;Holmestrand videregående skole;REA3026;Matematikk S1;Standpunkt;4,67;17;9
2017/18;Holmestrand videregående skole;REA3028;Matematikk S2;Standpunkt;4,57;14;14
2017/18;Holmestrand videregående skole;REL1001;Religion og etikk;Standpunkt;4,66;51;50
2017/18;Holmestrand videregående skole;RFG2001;Råvarer og produksjon;Standpunkt;3,50;6;5
2017/18;Holmestrand videregående skole;RFG2002;Kosthold, ernæring og helse;Standpunkt;-;6;5
2017/18;Holmestrand videregående skole;RFG2003;Servering, bransje og miljø;Standpunkt;3,38;6;5
2017/18;Holmestrand videregående skole;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;Standpunkt;-;5;0
2017/18;Holmestrand videregående skole;RMF1001;Råstoff og produksjon;Standpunkt;3,67;8;5
2017/18;Holmestrand videregående skole;RMF1002;Kosthold og livsstil;Standpunkt;-;8;5
2017/18;Holmestrand videregående skole;RMF1003;Bransje, fag og miljø;Standpunkt;-;8;5
2017/18;Holmestrand videregående skole;SAF1001;Samfunnsfag;Standpunkt;3,77;59;55
2017/18;Holmestrand videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;-;25;23
2017/18;Holmestrand videregående skole;SAM3006;Markedsføring og ledelse 2;Standpunkt;3,96;15;13
2017/18;Holmestrand videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;-;31;26
2017/18;Holmestrand videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;4,00;19;18
2017/18;Holmestrand videregående skole;SAM3022;Rettslære 1;Standpunkt;4,75;21;20
2017/18;Holmestrand videregående skole;SAM3023;Rettslære 2;Standpunkt;3,22;31;30
2017/18;Holmestrand videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;5,00;12;11
2017/18;Holmestrand videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,84;12;11
2017/18;Holmestrand videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;-;8;5
2017/18;Holmestrand videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;-;8;5
2017/18;Holmestrand videregående skole;TIP1001;Produksjon;Standpunkt;3,67;13;10
2017/18;Holmestrand videregående skole;TIP1002;Tekniske tjenester;Standpunkt;4,00;13;10
2017/18;Holmestrand videregående skole;TIP1003;Dokumentasjon og kvalitet;Standpunkt;-;13;10
2017/18;Holmestrand videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;4,50;34;26
2017/18;Holmestrand videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;5,00;17;15
2017/18;Horten videregående skole;AUT2001;Automatiseringssystemer;Standpunkt;2,77;14;14
2017/18;Horten videregående skole;AUT2002;Elenergisystemer;Standpunkt;4,57;14;14
2017/18;Horten videregående skole;AUT2003;Tverrfaglig eksamen i automatisering;Standpunkt;4,50;14;0
2017/18;Horten videregående skole;AUT3001;Automatiseringssystemer;Standpunkt;3,75;9;9
2017/18;Horten videregående skole;AUT3002;Mekanisk arbeid;Standpunkt;4,75;9;9
2017/18;Horten videregående skole;AUT3003;Elenergisystemer;Standpunkt;3,63;9;9
2017/18;Horten videregående skole;AUT4002;Tverrfaglig eksamen, automatiseringsfaget;Standpunkt;4,17;9;0
2017/18;Horten videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;3,75;13;12
2017/18;Horten videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;4,31;13;12
2017/18;Horten videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;4,88;13;12
2017/18;Horten videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;-;12;0
2017/18;Horten videregående skole;DAT3001;System og infrastruktur;Standpunkt;2,83;12;12
2017/18;Horten videregående skole;DAT3002;Apparat og utstyr;Standpunkt;3,78;12;12
2017/18;Horten videregående skole;DAT4002;Dataelektronikerfaget;Standpunkt;4,50;12;0
2017/18;Horten videregående skole;DEL2001;Data- og elektronikksystemer;Standpunkt;3,86;12;11
2017/18;Horten videregående skole;DEL2002;Elektronisk infrastruktur;Standpunkt;4,43;12;12
2017/18;Horten videregående skole;DEL2003;Tverrfaglig eksamen i data og elektronikk;Standpunkt;4,00;11;0
2017/18;Horten videregående skole;DHV1001;Produksjon;Standpunkt;4,20;11;10
2017/18;Horten videregående skole;DHV1002;Kvalitet og dokumentasjon;Standpunkt;-;11;10
2017/18;Horten videregående skole;ELE1001;Data- og elektronikksystemer;Standpunkt;3,93;46;45
2017/18;Horten videregående skole;ELE1002;Elenergisystemer;Standpunkt;3,20;46;45
2017/18;Horten videregående skole;ELE1003;Automatiseringssystemer;Standpunkt;3,43;46;45
2017/18;Horten videregående skole;ELE2001;Elenergisystemer;Standpunkt;4,56;16;16
2017/18;Horten videregående skole;ELE2002;Automatiseringssystemer;Standpunkt;4,54;16;16
2017/18;Horten videregående skole;ELE2003;Data- og elektronikksystemer;Standpunkt;4,46;16;16
2017/18;Horten videregående skole;ELE2004;Tverrfaglig eksamen elenergi;Standpunkt;4,69;16;0
2017/18;Horten videregående skole;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;Standpunkt;3,26;169;0
2017/18;Horten videregående skole;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;Standpunkt;4,13;215;208
2017/18;Horten videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;3,85;146;128
2017/18;Horten videregående skole;ENG1102;Engelsk muntlig, vg1 studieforberedende utdanningsprogram;Standpunkt;-;7;0
2017/18;Horten videregående skole;FRI2001;Produksjon;Standpunkt;3,07;9;8
2017/18;Horten videregående skole;FRI2002;Frisyredesign;Standpunkt;3,93;9;8
2017/18;Horten videregående skole;FRI2003;Tverrfaglig eksamen frisør;Standpunkt;-;8;0
2017/18;Horten videregående skole;FSP5022;Fransk II, 1. år;Standpunkt;4,20;36;0
2017/18;Horten videregående skole;FSP5023;Fransk II;Standpunkt;2,00;22;21
2017/18;Horten videregående skole;FSP5091;Spansk I, 1. år;Standpunkt;4,55;24;0
2017/18;Horten videregående skole;FSP5092;Spansk I;Standpunkt;3,14;25;25
2017/18;Horten videregående skole;FSP5094;Spansk II, 1. år;Standpunkt;4,37;79;0
2017/18;Horten videregående skole;FSP5095;Spansk II;Standpunkt;4,88;75;73
2017/18;Horten videregående skole;FSP5098;Spansk I+II;Standpunkt;-;8;5
2017/18;Horten videregående skole;FSP5118;Tysk I, 1. år;Standpunkt;4,34;37;0
2017/18;Horten videregående skole;FSP5119;Tysk I;Standpunkt;-;30;29
2017/18;Horten videregående skole;FSP5121;Tysk II, 1. år;Standpunkt;5,23;37;0
2017/18;Horten videregående skole;FSP5122;Tysk II;Standpunkt;-;19;18
2017/18;Horten videregående skole;FSP5125;Tysk I+II;Standpunkt;-;5;3
2017/18;Horten videregående skole;FSP5813;Arabisk II;Standpunkt;-;1;0
2017/18;Horten videregående skole;FSP5817;Arabisk II, muntlig;Standpunkt;-;1;0
2017/18;Horten videregående skole;FSP5876;Polsk II;Standpunkt;-;1;0
2017/18;Horten videregående skole;FSP6011;Pashto II;Standpunkt;-;1;0
2017/18;Horten videregående skole;FSP6097;Litauisk II;Standpunkt;-;1;0
2017/18;Horten videregående skole;FSP6101;Litauisk II, muntlig;Standpunkt;-;1;0
2017/18;Horten videregående skole;GEO1001;Geografi;Standpunkt;4,45;195;192
2017/18;Horten videregående skole;HEA2001;Helsefremmende arbeid;Standpunkt;-;22;18
2017/18;Horten videregående skole;HEA2002;Kommunikasjon og samhandling;Standpunkt;3,44;22;18
2017/18;Horten videregående skole;HEA2003;Yrkesutøvelse;Standpunkt;4,28;22;18
2017/18;Horten videregående skole;HEA2004;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;4,34;19;0
2017/18;Horten videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;3,83;184;0
2017/18;Horten videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,49;178;175
2017/18;Horten videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;3,54;62;60
2017/18;Horten videregående skole;HSF1001;Helsefremmende arbeid;Standpunkt;4,25;60;52
2017/18;Horten videregående skole;HSF1002;Kommunikasjon og samhandling;Standpunkt;3,79;60;52
2017/18;Horten videregående skole;HSF1003;Yrkesutøvelse;Standpunkt;3,60;60;52
2017/18;Horten videregående skole;IDR2001;Aktivitetslære 1;Standpunkt;-;32;0
2017/18;Horten videregående skole;IDR2002;Aktivitetslære 2;Standpunkt;5,38;21;19
2017/18;Horten videregående skole;IDR2003;Aktivitetslære 3;Standpunkt;4,20;26;26
2017/18;Horten videregående skole;IDR2005;Treningslære 2;Standpunkt;4,40;26;0
