Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2017/18;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,22;1 192;0
2017/18;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,75;1 423;0
2017/18;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;3,04;1 209;0
2017/18;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;3,40;1 113;148
2017/18;NOR1207;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;3;0
2017/18;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,30;1 721;0
2017/18;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,12;1 207;0
2017/18;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,16;1 390;0
2017/18;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,55;1 629;1 506
2017/18;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,62;1 628;685
2017/18;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,41;1 627;0
2017/18;NOR1219;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;11;0
2017/18;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;2,72;501;432
2017/18;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;2,59;500;175
2017/18;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;2,84;500;0
2017/18;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;12;0
2017/18;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;10;0
2017/18;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,00;11;0
2017/18;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;11;0
2017/18;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;3,00;29;29
2017/18;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;29;0
2017/18;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;2,00;43;0
2017/18;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;34;4
2017/18;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;-;11;11
2017/18;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;5,00;11;0
2017/18;PIN2001;Produksjon;SkriftligEksamen;-;65;0
2017/18;PIN2002;Reparasjon og vedlikehold;SkriftligEksamen;4,00;66;0
2017/18;PIN2003;Dokumentasjon og kvalitet;SkriftligEksamen;-;65;1
2017/18;PIN2004;Tverrfaglig eksamen industriteknologi;SkriftligEksamen;3,00;62;0
2017/18;PLA3001;Platearbeiderfaget;SkriftligEksamen;-;2;0
2017/18;PRO3001;Produksjonselektronikerfaget;SkriftligEksamen;-;1;0
2017/18;PSP5015;Fransk nivå II;SkriftligEksamen;-;1;0
2017/18;PSP5016;Fransk nivå II, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5017;Fransk nivå III;SkriftligEksamen;3,67;9;6
2017/18;PSP5018;Fransk nivå III, muntlig;SkriftligEksamen;-;6;0
2017/18;PSP5051;Spansk nivå II;SkriftligEksamen;-;2;1
2017/18;PSP5052;Spansk nivå II, muntlig;SkriftligEksamen;-;2;0
2017/18;PSP5053;Spansk nivå III;SkriftligEksamen;4,20;30;16
2017/18;PSP5054;Spansk nivå III, muntlig;SkriftligEksamen;4,30;23;0
2017/18;PSP5055;Tegnspråk, nivå I;SkriftligEksamen;2,75;21;4
2017/18;PSP5056;Tegnspråk nivå I, muntlig;SkriftligEksamen;-;18;0
2017/18;PSP5069;Tysk nivå II;SkriftligEksamen;4,00;2;0
2017/18;PSP5070;Tysk nivå II, muntlig;SkriftligEksamen;-;2;0
2017/18;PSP5071;Tysk nivå III;SkriftligEksamen;4,67;19;13
2017/18;PSP5072;Tysk nivå III, muntlig;SkriftligEksamen;4,67;17;0
2017/18;PSP5506;Arabisk nivå I;SkriftligEksamen;-;1;0
2017/18;PSP5507;Arabisk nivå I, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5508;Arabisk nivå II;SkriftligEksamen;-;1;1
2017/18;PSP5509;Arabisk nivå II, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5518;Dari nivå I;SkriftligEksamen;1,00;2;0
2017/18;PSP5519;Dari nivå I, muntlig;SkriftligEksamen;-;2;0
2017/18;PSP5520;Dari nivå II;SkriftligEksamen;-;2;0
2017/18;PSP5521;Dari nivå II, muntlig;SkriftligEksamen;4,00;2;0
2017/18;PSP5524;Kinesisk nivå I;SkriftligEksamen;-;7;0
2017/18;PSP5525;Kinesisk nivå I, muntlig;SkriftligEksamen;4,50;7;0
2017/18;PSP5544;Persisk nivå II;SkriftligEksamen;-;1;0
2017/18;PSP5545;Persisk nivå II, muntlig;SkriftligEksamen;2,50;1;0
2017/18;PSP5556;Somali nivå II;SkriftligEksamen;-;2;0
2017/18;PSP5557;Somali nivå II, muntlig;SkriftligEksamen;-;2;0
2017/18;PSP5638;Pashto nivå I;SkriftligEksamen;-;1;0
2017/18;PSP5639;Pashto nivå I, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5644;Portugisisk nivå I;SkriftligEksamen;-;1;0
2017/18;PSP5645;Portugisisk nivå I, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5646;Portugisisk nivå II;SkriftligEksamen;-;1;0
2017/18;PSP5647;Portugisisk nivå II, muntlig;SkriftligEksamen;-;1;0
2017/18;PSP5732;Islandsk nivå II;SkriftligEksamen;-;1;0
2017/18;PSP5733;Islandsk nivå II, muntlig;SkriftligEksamen;4,00;2;0
2017/18;REA3001;Biologi 1;SkriftligEksamen;3,99;336;0
2017/18;REA3002;Biologi 2;SkriftligEksamen;3,64;167;88
2017/18;REA3003;Biologi 2, muntlig-praktisk;SkriftligEksamen;3,87;28;0
2017/18;REA3004;Fysikk 1;SkriftligEksamen;3,60;365;0
2017/18;REA3005;Fysikk 2;SkriftligEksamen;3,95;141;72
2017/18;REA3006;Fysikk 2, muntlig-praktisk;SkriftligEksamen;3,83;28;0
2017/18;REA3008;Geofag 1;SkriftligEksamen;3,57;55;0
2017/18;REA3009;Geofag 2;SkriftligEksamen;3,48;90;45
2017/18;REA3011;Kjemi 1;SkriftligEksamen;3,72;337;0
2017/18;REA3012;Kjemi 2;SkriftligEksamen;3,78;197;101
2017/18;REA3013;Kjemi 2, muntlig-praktisk;SkriftligEksamen;4,42;45;0
2017/18;REA3014;Informasjonsteknologi 1;SkriftligEksamen;3,25;134;0
2017/18;REA3015;Informasjonsteknologi 2;SkriftligEksamen;3,24;109;39
2017/18;REA3016;Informasjonsteknologi 2, muntlig-praktisk;SkriftligEksamen;3,33;16;0
2017/18;REA3017;Teknologi og forskningslære X;SkriftligEksamen;5,00;1;0
2017/18;REA3018;Teknologi og forskningslære 1;SkriftligEksamen;3,00;78;0
2017/18;REA3019;Teknologi og forskningslære 2;SkriftligEksamen;4,04;52;36
2017/18;REA3020;Teknologi og forskningslære 2, muntlig-praktisk;SkriftligEksamen;-;6;0
2017/18;REA3022;Matematikk R1;SkriftligEksamen;3,48;345;150
2017/18;REA3023;Matematikk R1, muntlig;SkriftligEksamen;-;6;0
2017/18;REA3024;Matematikk R2;SkriftligEksamen;3,86;263;177
2017/18;REA3025;Matematikk R2, muntlig;SkriftligEksamen;3,80;33;0
2017/18;REA3026;Matematikk S1;SkriftligEksamen;3,23;395;125
2017/18;REA3027;Matematikk S1, muntlig;SkriftligEksamen;-;7;0
2017/18;REA3028;Matematikk S2;SkriftligEksamen;3,41;250;133
2017/18;REA3029;Matematikk S2, muntlig;SkriftligEksamen;2,61;31;0
2017/18;REL1001;Religion og etikk;SkriftligEksamen;3,64;1 512;0
2017/18;RFG2001;Råvarer og produksjon;SkriftligEksamen;3,00;44;0
2017/18;RFG2002;Kosthold, ernæring og helse;SkriftligEksamen;-;43;0
2017/18;RFG2003;Servering, bransje og miljø;SkriftligEksamen;2,00;43;0
2017/18;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;SkriftligEksamen;1,00;40;0
2017/18;RLV2001;Vertskapsrollen;SkriftligEksamen;-;12;0
2017/18;RLV2002;Salg og markedsføring;SkriftligEksamen;-;12;0
2017/18;RLV2003;Etablering og drift;SkriftligEksamen;-;12;0
2017/18;RLV2004;Tverrfaglig eksamen reiseliv;SkriftligEksamen;-;10;0
2017/18;RMF1001;Råstoff og produksjon;SkriftligEksamen;2,33;72;0
2017/18;RMF1002;Kosthold og livsstil;SkriftligEksamen;3,00;72;0
2017/18;RMF1003;Bransje, fag og miljø;SkriftligEksamen;2,00;72;0
2017/18;SAF1001;Samfunnsfag;SkriftligEksamen;3,39;2 869;0
2017/18;SAM3001;Historie og filosofi 1;SkriftligEksamen;3,13;128;0
2017/18;SAM3002;Historie og filosofi 2;SkriftligEksamen;4,28;79;48
2017/18;SAM3005;Markedsføring og ledelse 1;SkriftligEksamen;3,09;317;0
2017/18;SAM3006;Markedsføring og ledelse 2;SkriftligEksamen;3,36;150;81
2017/18;SAM3007;Markedsføring og ledelse 2, muntlig;SkriftligEksamen;3,67;42;0
2017/18;SAM3009;Medie- og informasjonskunnskap 2;SkriftligEksamen;-;12;6
2017/18;SAM3016;Sosialkunnskap;SkriftligEksamen;3,54;333;186
2017/18;SAM3017;Sosialkunnskap, muntlig;SkriftligEksamen;3,33;45;0
2017/18;SAM3018;Samfunnsgeografi;SkriftligEksamen;-;23;0
2017/18;SAM3019;Sosiologi og sosialantropologi;SkriftligEksamen;3,03;500;0
2017/18;SAM3020;Politikk og menneskerettigheter;SkriftligEksamen;3,13;151;71
2017/18;SAM3021;Politikk og menneskerettigheter, muntlig;SkriftligEksamen;5,00;28;0
2017/18;SAM3022;Rettslære 1;SkriftligEksamen;3,39;401;0
2017/18;SAM3023;Rettslære 2;SkriftligEksamen;3,25;267;130
2017/18;SAM3024;Rettslære 2, muntlig;SkriftligEksamen;2,67;36;0
2017/18;SAM3025;Samfunnsøkonomi 1;SkriftligEksamen;3,21;159;0
2017/18;SAM3026;Samfunnsøkonomi 2;SkriftligEksamen;3,07;106;52
2017/18;SAM3027;Samfunnsøkonomi 2, muntlig;SkriftligEksamen;3,11;26;0
2017/18;SAM3028;Entreprenørskap og bedriftsutvikling 1;SkriftligEksamen;3,00;220;0
2017/18;SAM3029;Entreprenørskap og bedriftsutvikling 2;SkriftligEksamen;3,42;109;61
2017/18;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;SkriftligEksamen;2,33;22;0
2017/18;SAM3033;Økonomistyring;SkriftligEksamen;3,67;90;21
2017/18;SAM3035;Økonomi og ledelse;SkriftligEksamen;3,33;85;40
2017/18;SAM3036;Økonomi og ledelse, muntlig-praktisk;SkriftligEksamen;3,50;20;0
2017/18;SAM3037;Psykologi 1;SkriftligEksamen;3,30;518;0
2017/18;SAM3038;Psykologi 2;SkriftligEksamen;3,63;431;247
2017/18;SAM3039;Psykologi 2, muntlig;SkriftligEksamen;3,30;67;0
2017/18;SLG3001;Salgsfaget;SkriftligEksamen;-;1;0
2017/18;SPR3008;Internasjonal engelsk, skriftlig;SkriftligEksamen;3,70;333;162
2017/18;SPR3009;Internasjonal engelsk, muntlig;SkriftligEksamen;3,73;325;0
2017/18;SPR3010;Samfunnsfaglig engelsk, skriftlig;SkriftligEksamen;3,53;186;96
2017/18;SPR3011;Samfunnsfaglig engelsk, muntlig;SkriftligEksamen;3,51;177;0
2017/18;SPR3012;Engelskspråklig litteratur og kultur, skriftlig;SkriftligEksamen;-;16;13
2017/18;SPR3013;Engelskspråklig litteratur og kultur, muntlig;SkriftligEksamen;4,67;15;0
2017/18;SPR3019;Reiseliv og språk 1;SkriftligEksamen;2,88;66;0
2017/18;SPR3020;Reiseliv og språk 2;SkriftligEksamen;2,78;30;24
2017/18;SSA1005;Administrasjon og økonomi;SkriftligEksamen;-;180;1
2017/18;SSA1006;Markedsføring og salg;SkriftligEksamen;2,25;182;0
2017/18;SSA1007;Sikkerhet og transport;SkriftligEksamen;-;182;0
2017/18;SSS2001;Markedsføring og salg;SkriftligEksamen;2,67;123;0
2017/18;SSS2002;Sikkerhet;SkriftligEksamen;3,00;123;0
2017/18;SSS2003;Økonomi og administrasjon;SkriftligEksamen;3,25;123;1
2017/18;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;SkriftligEksamen;3,67;111;0
2017/18;TAN3001;Helsefremmende arbeid;SkriftligEksamen;-;12;0
2017/18;TAN3002;Kommunikasjon og samhandling;SkriftligEksamen;-;12;0
2017/18;TAN3003;Yrkesutøvelse;SkriftligEksamen;-;12;0
2017/18;TAN3004;Tverrfaglig eksamen, tannhelsesekretær;SkriftligEksamen;-;11;0
2017/18;TIP1001;Produksjon;SkriftligEksamen;2,57;184;0
2017/18;TIP1002;Tekniske tjenester;SkriftligEksamen;2,33;184;0
2017/18;TIP1003;Dokumentasjon og kvalitet;SkriftligEksamen;2,00;184;0
2017/18;TMF3001;Tømrerfaget;SkriftligEksamen;-;3;0
2017/18;TRL2001;Bransjeteknikk;SkriftligEksamen;2,00;29;0
2017/18;TRL2002;Transport og logistikk;SkriftligEksamen;-;29;0
2017/18;TRL2003;Tverrfaglig eksamen transport og logistikk;SkriftligEksamen;-;26;0
2017/18;TRT2001;Produksjon;SkriftligEksamen;-;16;0
2017/18;TRT2002;Bransjelære;SkriftligEksamen;2,00;16;0
2017/18;TRT2003;Tverrfaglig eksamen treteknikk;SkriftligEksamen;1,67;15;0
2017/18;YFF4101;Yrkesfaglig fordypning vg1;SkriftligEksamen;3,00;72;0
2017/18;YFF4102;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;22;0
2017/18;YFF4104;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;20;0
2017/18;YFF4105;Yrkesfaglig fordypning vg1;SkriftligEksamen;3,50;31;0
2017/18;YFF4106;Yrkesfaglig fordypning vg1;SkriftligEksamen;3,07;1 266;0
2017/18;YFF4202;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;41;0
2017/18;YFF4204;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,00;26;0
2017/18;YFF4205;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,50;11;0
2017/18;YFF4207;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,00;40;0
2017/18;YFF4209;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,17;1 142;0
2018/19;AMB2001;Grunnleggende helsefag;SkriftligEksamen;-;12;0
2018/19;AMB2002;Ambulansemedisin;SkriftligEksamen;-;13;0
2018/19;AMB2003;Ambulanseoperative emner;SkriftligEksamen;-;13;0
2018/19;AMB2004;Tverrfaglig eksamen ambulansefag;SkriftligEksamen;-;12;0
2018/19;AMK2001;Feilsøking og reparasjon;SkriftligEksamen;-;13;0
2018/19;AMK2002;Dokumentasjon og kvalitet;SkriftligEksamen;-;13;0
2018/19;AMK2003;Tverrfaglig eksamen arbeidsmaskiner;SkriftligEksamen;-;13;0
2018/19;ANL2001;Produksjon;SkriftligEksamen;-;31;0
2018/19;ANL2002;Bransjelære;SkriftligEksamen;-;31;0
2018/19;ANL2003;Tverrfaglig eksamen anleggsteknikk;SkriftligEksamen;-;29;0
2018/19;APO3001;Helsefremmende arbeid;SkriftligEksamen;-;6;0
2018/19;APO3002;Kommunikasjon og samhandling;SkriftligEksamen;-;6;0
2018/19;APO3003;Yrkesutøvelse;SkriftligEksamen;-;6;0
2018/19;APO3004;Tverrfaglig eksamen, apotekteknikk;SkriftligEksamen;-;5;0
2018/19;AUT2001;Automatiseringssystemer;SkriftligEksamen;4,00;17;0
2018/19;AUT2002;Elenergisystemer;SkriftligEksamen;2,50;17;0
2018/19;AUT2003;Tverrfaglig eksamen i automatisering;SkriftligEksamen;4,00;15;0
2018/19;AUT3001;Automatiseringssystemer;SkriftligEksamen;4,33;25;0
2018/19;AUT3002;Mekanisk arbeid;SkriftligEksamen;5,00;19;0
2018/19;AUT3003;Elenergisystemer;SkriftligEksamen;3,20;19;0
2018/19;AUT4002;Tverrfaglig eksamen, automatiseringsfaget;SkriftligEksamen;2,50;17;16
2018/19;BAT1001;Produksjon;SkriftligEksamen;5,00;182;1
2018/19;BAT1002;Tegning og bransjelære;SkriftligEksamen;-;182;1
2018/19;BAT1004;Tverrfaglig eksamen, bygg- og anleggsteknikk, privatister;SkriftligEksamen;-;1;0
2018/19;BLK2001;Karosseri- og lakkteknikk;SkriftligEksamen;-;15;0
2018/19;BLK2002;Dokumentasjon og kvalitet;SkriftligEksamen;-;15;0
2018/19;BLK2003;Tverrfaglig eksamen bilskade, lakk og karosseri;SkriftligEksamen;-;10;0
2018/19;BMK3001;Bilfaget, lette kjøretøy;SkriftligEksamen;-;1;0
2018/19;BUA2001;Helsefremmende arbeid;SkriftligEksamen;3,00;174;0
2018/19;BUA2002;Kommunikasjon og samhandling;SkriftligEksamen;3,00;174;0
2018/19;BUA2003;Yrkesutøvelse;SkriftligEksamen;2,86;174;0
2018/19;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;SkriftligEksamen;3,63;164;0
2018/19;BYG2001;Produksjon;SkriftligEksamen;2,60;81;0
2018/19;BYG2002;Bransjelære;SkriftligEksamen;3,00;81;0
2018/19;BYG2003;Tverrfaglig eksamen byggteknikk;SkriftligEksamen;2,83;72;0
2018/19;DAN2001;Grunntrening i dans 1;SkriftligEksamen;-;6;0
2018/19;DAN2002;Grunntrening i dans 2;SkriftligEksamen;4,50;9;0
2018/19;DAN2003;Scenisk dans 1;SkriftligEksamen;6,00;6;0
2018/19;DAN2004;Scenisk dans 2;SkriftligEksamen;-;22;0
2018/19;DAN2005;Scenisk dans 3;SkriftligEksamen;5,00;10;0
2018/19;DAN2006;Dans i perspektiv 1;SkriftligEksamen;4,50;6;5
2018/19;DAN2008;Dans i perspektiv 2;SkriftligEksamen;5,50;10;10
2018/19;DAN3001;Scenisk dans fordypning 1;SkriftligEksamen;-;12;0
2018/19;DAN3002;Scenisk dans fordypning 2;SkriftligEksamen;-;9;0
2018/19;DAT3001;System og infrastruktur;SkriftligEksamen;4,00;7;0
2018/19;DAT3002;Apparat og utstyr;SkriftligEksamen;3,00;7;0
2018/19;DAT4002;Dataelektronikerfaget;SkriftligEksamen;2,50;6;6
2018/19;DEL2001;Data- og elektronikksystemer;SkriftligEksamen;3,00;45;0
2018/19;DEL2002;Elektronisk infrastruktur;SkriftligEksamen;3,00;45;0
2018/19;DEL2003;Tverrfaglig eksamen i data og elektronikk;SkriftligEksamen;4,60;43;0
2018/19;DHV1001;Produksjon;SkriftligEksamen;-;71;0
2018/19;DHV1002;Kvalitet og dokumentasjon;SkriftligEksamen;3,00;71;0
2018/19;DRA2001;Teater og bevegelse 1;SkriftligEksamen;-;14;0
2018/19;DRA2002;Teater og bevegelse 2;SkriftligEksamen;-;15;0
2018/19;DRA2003;Teaterproduksjon 1;SkriftligEksamen;-;14;0
2018/19;DRA2004;Teaterproduksjon 2;SkriftligEksamen;4,00;15;0
2018/19;DRA2005;Teater i perspektiv 1;SkriftligEksamen;-;14;7
2018/19;DRA2007;Teater i perspektiv 2;SkriftligEksamen;5,00;15;8
2018/19;DRA2009;Drama og samfunn;SkriftligEksamen;5,00;15;6
2018/19;DRA3001;Teaterproduksjon fordypning 1;SkriftligEksamen;4,50;33;0
2018/19;DRA3002;Teaterproduksjon fordypning 2;SkriftligEksamen;2,50;9;0
2018/19;ELE1001;Data- og elektronikksystemer;SkriftligEksamen;1,00;181;0
2018/19;ELE1002;Elenergisystemer;SkriftligEksamen;3,75;181;0
2018/19;ELE1003;Automatiseringssystemer;SkriftligEksamen;3,33;181;0
2018/19;ELE2001;Elenergisystemer;SkriftligEksamen;3,00;108;0
2018/19;ELE2002;Automatiseringssystemer;SkriftligEksamen;4,00;108;0
2018/19;ELE2003;Data- og elektronikksystemer;SkriftligEksamen;3,00;108;0
2018/19;ELE2004;Tverrfaglig eksamen elenergi;SkriftligEksamen;3,00;107;0
2018/19;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;SkriftligEksamen;3,41;1 343;0
2018/19;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;3,72;1 647;138
2018/19;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;3,63;1 141;135
2018/19;ENG1005;Engelsk for hørselshemmede, skriftlig, vg2 yrkesfaglig utdanningsprogram;SkriftligEksamen;-;1;0
2018/19;ENG1006;Engelsk for hørselshemmede, skriftlig, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;-;1;0
2018/19;ENG1102;Engelsk muntlig, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;5,00;34;0
2018/19;ENG1103;Engelsk muntlig, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;39;0
2018/19;FRI2001;Produksjon;SkriftligEksamen;-;28;0
2018/19;FRI2002;Frisyredesign;SkriftligEksamen;-;28;0
2018/19;FRI2003;Tverrfaglig eksamen frisør;SkriftligEksamen;-;23;0
2018/19;FSP5010;Finsk I, 1. år;SkriftligEksamen;-;31;0
2018/19;FSP5011;Finsk I;SkriftligEksamen;-;15;0
2018/19;FSP5019;Fransk I, 1. år;SkriftligEksamen;-;21;0
2018/19;FSP5020;Fransk I;SkriftligEksamen;-;14;1
2018/19;FSP5021;Fransk I, muntlig;SkriftligEksamen;-;8;0
2018/19;FSP5022;Fransk II, 1. år;SkriftligEksamen;2,67;149;0
2018/19;FSP5023;Fransk II;SkriftligEksamen;3,16;174;59
2018/19;FSP5025;Fransk I+II, 2. år;SkriftligEksamen;-;1;0
2018/19;FSP5026;Fransk I+II;SkriftligEksamen;5,00;3;0
2018/19;FSP5027;Fransk II, muntlig;SkriftligEksamen;-;14;0
2018/19;FSP5028;Italiensk I, 1. år;SkriftligEksamen;-;30;0
2018/19;FSP5029;Italiensk I;SkriftligEksamen;3,50;52;10
2018/19;FSP5032;Italiensk II;SkriftligEksamen;-;1;0
2018/19;FSP5033;Italiensk I+II, 1. år;SkriftligEksamen;-;1;0
2018/19;FSP5036;Italiensk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5041;Japansk II;SkriftligEksamen;-;1;0
2018/19;FSP5045;Japansk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5089;Russisk I+II;SkriftligEksamen;-;1;0
2018/19;FSP5090;Russisk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5091;Spansk I, 1. år;SkriftligEksamen;3,50;289;0
2018/19;FSP5092;Spansk I;SkriftligEksamen;3,71;170;44
2018/19;FSP5093;Spansk I, muntlig;SkriftligEksamen;-;7;0
2018/19;FSP5094;Spansk II, 1. år;SkriftligEksamen;3,50;351;0
2018/19;FSP5095;Spansk II;SkriftligEksamen;3,95;351;119
2018/19;FSP5096;Spansk I+II, 1. år;SkriftligEksamen;-;48;0
2018/19;FSP5097;Spansk I+II, 2. år;SkriftligEksamen;4,67;63;0
2018/19;FSP5098;Spansk I+II;SkriftligEksamen;2,89;67;19
2018/19;FSP5099;Spansk II, muntlig;SkriftligEksamen;3,17;34;0
2018/19;FSP5118;Tysk I, 1. år;SkriftligEksamen;3,00;268;0
2018/19;FSP5119;Tysk I;SkriftligEksamen;3,13;268;65
2018/19;FSP5120;Tysk I, muntlig;SkriftligEksamen;-;14;0
2018/19;FSP5121;Tysk II, 1. år;SkriftligEksamen;3,89;403;0
2018/19;FSP5122;Tysk II;SkriftligEksamen;3,31;338;94
2018/19;FSP5123;Tysk I+II, 1. år;SkriftligEksamen;4,00;67;0
2018/19;FSP5124;Tysk I+II, 2. år;SkriftligEksamen;2,00;76;0
2018/19;FSP5125;Tysk I+II;SkriftligEksamen;2,54;86;43
2018/19;FSP5126;Tysk II, muntlig;SkriftligEksamen;-;33;0
2018/19;FSP5801;Albansk I;SkriftligEksamen;-;2;1
2018/19;FSP5804;Albansk II;SkriftligEksamen;-;1;0
2018/19;FSP5808;Albansk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5813;Arabisk II;SkriftligEksamen;-;5;0
2018/19;FSP5816;Arabisk I+II;SkriftligEksamen;-;1;1
2018/19;FSP5817;Arabisk II, muntlig;SkriftligEksamen;-;5;0
2018/19;FSP5818;Bosnisk I, 1. år;SkriftligEksamen;-;1;0
2018/19;FSP5819;Bosnisk I;SkriftligEksamen;-;2;0
2018/19;FSP5820;Bosnisk I, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5840;Kinesisk II;SkriftligEksamen;-;1;0
2018/19;FSP5844;Kinesisk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5876;Polsk II;SkriftligEksamen;-;1;0
2018/19;FSP5880;Polsk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP5882;Somali I;SkriftligEksamen;-;1;0
2018/19;FSP5883;Somali I, muntlig;SkriftligEksamen;2,00;1;0
2018/19;FSP5939;Estisk II;SkriftligEksamen;-;1;0
2018/19;FSP5943;Estisk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP6008;Pashto I;SkriftligEksamen;-;1;0
2018/19;FSP6009;Pashto I, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP6020;Portugisisk II;SkriftligEksamen;2,00;1;0
2018/19;FSP6024;Portugisisk II, muntlig;SkriftligEksamen;-;1;0
2018/19;FSP6094;Litauisk I;SkriftligEksamen;-;2;0
2018/19;FSP6095;Litauisk I, muntlig;SkriftligEksamen;3,67;2;0
2018/19;FSP6097;Litauisk II;SkriftligEksamen;3,33;1;0
2018/19;FSP6100;Litauisk I+II;SkriftligEksamen;-;1;0
2018/19;FSP6101;Litauisk II, muntlig;SkriftligEksamen;-;3;0
2018/19;FSP6106;Thai II;SkriftligEksamen;-;2;0
2018/19;FSP6110;Thai II, muntlig;SkriftligEksamen;-;2;0
2018/19;GAR3001;Gartnerfaget;SkriftligEksamen;-;1;0
2018/19;GEO1001;Geografi;SkriftligEksamen;3,12;1 476;0
2018/19;HEA2001;Helsefremmende arbeid;SkriftligEksamen;-;162;0
2018/19;HEA2002;Kommunikasjon og samhandling;SkriftligEksamen;1,50;162;0
2018/19;HEA2003;Yrkesutøvelse;SkriftligEksamen;1,00;162;0
2018/19;HEA2004;Tverrfaglig eksamen helsearbeiderfag;SkriftligEksamen;3,00;152;0
2018/19;HES2001;Helsefremmende arbeid;SkriftligEksamen;6,00;35;0
2018/19;HES2002;Kommunikasjon og samhandling;SkriftligEksamen;-;35;0
2018/19;HES2003;Yrkesutøvelse;SkriftligEksamen;2,50;35;0
